0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0,0.0,0.0,0.0,-0.10990774631500244,-0.19112305343151093,0.4597730338573456,0.6848928332328796,0.5079881548881531,0.4318660497665405,0.5163123607635498,0.518502414226532,0.5006115436553955,0.4965585172176361,0.5227972865104675,0.5589370727539062,0.5388389825820923,0.480001300573349,0.5127589702606201,0.36482903361320496,0.44496116042137146,0.5027883648872375,0.5599388480186462,0.5819449424743652,0.5324598550796509,0.5275910496711731,0.5304479002952576,0.5302355885505676,0.5424460172653198,0.5327236652374268
0.0,0.0,0.0,0.0,0.6459618806838989,0.6400659084320068,0.6430628895759583,0.5322768688201904,0.506240725517273,0.5066514015197754,0.5086517333984375,0.5075165629386902,0.5072758793830872,0.5004276037216187,0.5270473957061768,0.5058996677398682,0.6630896329879761,0.6635069847106934,0.6647082567214966,0.6683963537216187,0.6740435361862183,0.5759824514389038,0.5253095626831055,0.5262551307678223,0.501208484172821,0.5093749165534973,0.17492856085300446,0.3574223816394806,0.5227614045143127,0.5267594456672668
0.0,0.0,0.0,0.0,0.5001410245895386,0.5616241097450256,0.7755459547042847,0.26801612973213196,0.7378969192504883,0.1953536421060562,0.5144074559211731,0.7196226716041565,0.44074493646621704,0.4401761591434479,0.43994033336639404,0.4380020797252655,0.4378925561904907,0.43806347250938416,0.4381037652492523,0.4385259449481964,0.438172847032547,0.43804284930229187,0.43776199221611023,0.47550615668296814,0.44292131066322327,0.4293201267719269,0.3991246223449707,0.4434950053691864,0.4439069628715515,0.4447592794895172
0.0,0.0,0.0,0.0,0.3625379800796509,0.3617289364337921,0.36014440655708313,0.35648268461227417,0.3441825211048126,0.3420651853084564,0.3371221721172333,0.3334222435951233,0.3166411519050598,0.3184718191623688,0.3209046721458435,0.3246144652366638,0.34965094923973083,0.347940593957901,0.34533360600471497,0.34431663155555725,0.3306637704372406,0.33650684356689453,0.4665890038013458,0.30726227164268494,0.4207328259944916,0.37646058201789856,0.365743488073349,0.3479501008987427,0.28851816058158875,0.2900458872318268
0.0,0.0,0.0,0.0,0.2693248689174652,0.268932968378067,0.2685442864894867,0.2683452367782593,0.26855847239494324,0.26810452342033386,0.26793166995048523,0.2669825851917267,0.2664906978607178,0.2663458585739136,0.2651406228542328,0.26478609442710876,0.2686668336391449,0.30781519412994385,0.32728177309036255,0.4147869944572449,0.7555785179138184,0.7582330107688904,0.8510639667510986,0.8356142044067383,0.8372256755828857,0.8398193120956421,0.8400533199310303,0.8317513465881348,0.5741978287696838,0.5739914774894714
0.0,0.0,0.0,0.0,0.7135432958602905,0.7087557911872864,0.6924558877944946,0.6588832139968872,0.059195730835199356,0.03451238200068474,0.01861342415213585,0.23966184258460999,0.5891663432121277,0.5335438251495361,0.5025967359542847,0.35086652636528015,0.4808078706264496,0.47945091128349304,0.47926369309425354,0.4775395095348358,0.4457170367240906,0.4450717866420746,0.44428032636642456,0.4520130157470703,0.45489633083343506,0.4681532084941864,0.5105634927749634,0.4800489842891693,0.390537828207016,0.5104838609695435
0.0,0.0,0.0,0.0,0.5038806796073914,0.5039260387420654,0.5022642612457275,0.5154327154159546,0.501006007194519,0.5003390908241272,0.5092172622680664,0.5714944005012512,0.5035805702209473,0.5034676790237427,0.5029939413070679,0.5028416514396667,0.501629650592804,0.5016533732414246,0.501440167427063,0.5013043880462646,0.502407968044281,0.48936763405799866,0.5031933188438416,0.5029909014701843,0.5016269683837891,0.5016251802444458,0.5016210675239563,0.5016313791275024,0.5017682313919067,0.5017752647399902
0.0,0.0,0.0,0.0,0.5023689270019531,0.49281975626945496,0.5050973892211914,0.5033632516860962,0.3146458566188812,0.5087469816207886,0.47622326016426086,0.2670868933200836,0.49140313267707825,0.5100048184394836,0.5065883994102478,0.3672967851161957,0.45180991291999817,0.502074658870697,0.5018712282180786,0.5019117593765259,0.5026874542236328,0.5027740597724915,0.502852737903595,0.5025007724761963,0.5018495321273804,0.5018917322158813,0.5022896528244019,0.5016689300537109,0.5022441148757935,0.5022931098937988
0.0,0.0,0.0,0.0,0.18356075882911682,0.16688469052314758,0.4787500202655792,0.15103209018707275,0.6984912753105164,0.6639950275421143,0.6897285580635071,0.670531690120697,0.4794202744960785,0.4354087710380554,0.3659815788269043,0.6855939030647278,0.822353720664978,0.7823261022567749,0.697332501411438,0.6773004531860352,0.614322304725647,0.6175000667572021,0.5845640897750854,0.6181541681289673,0.6209430694580078,0.6205041408538818,0.617400050163269,0.6054204702377319,0.6024254560470581,0.600647509098053
0.0,0.0,0.0,0.0,0.3180845081806183,0.2986937463283539,0.29072892665863037,0.2752789855003357,0.255965918302536,0.27336958050727844,0.2796948254108429,0.26696282625198364,0.2597382664680481,0.2564462721347809,0.24771851301193237,0.2585161328315735,0.26250913739204407,0.2610262930393219,0.2594113349914551,0.2575514316558838,0.25481852889060974,0.2505355477333069,0.2487615942955017,0.2478262484073639,0.24436581134796143,0.25215861201286316,0.2514408528804779,0.2504615783691406,0.24932324886322021,0.24901622533798218
0.0,0.0,0.0,0.0,0.2438766360282898,0.24462875723838806,0.24591845273971558,0.24683701992034912,0.2514263093471527,0.25006040930747986,0.24621272087097168,0.24614837765693665,0.24440684914588928,0.24407047033309937,0.2441120147705078,0.24408617615699768,0.2440279722213745,0.24374186992645264,0.24321019649505615,0.24269840121269226,0.24309560656547546,0.24358180165290833,0.2430504560470581,0.24018406867980957,0.24581021070480347,0.240557461977005,0.2363058626651764,0.23623189330101013,0.23692625761032104,0.237844318151474
0.0,0.0,0.0,0.0,0.2947499454021454,0.29520300030708313,0.29615503549575806,0.29740017652511597,0.300946444272995,0.30083760619163513,0.29931917786598206,0.2982703447341919,0.29409465193748474,0.29238325357437134,0.29134589433670044,0.2908705174922943,0.2882702946662903,0.2899647653102875,0.29507318139076233,0.29123350977897644,0.28557059168815613,0.2925564646720886,0.25157925486564636,0.2506570518016815,0.2516525685787201,0.2501087486743927,0.24950727820396423,0.2468138337135315,0.25005432963371277,0.2541012763977051
0.0,0.0,0.0,0.0,0.8151680827140808,0.8107606172561646,0.7468034029006958,0.7447131872177124,0.7215838432312012,0.725069522857666,0.7256585955619812,0.7028384208679199,0.7900756597518921,0.8319225311279297,0.7314291000366211,0.7537432909011841,0.760075032711029,0.7620497345924377,0.7614180445671082,0.7586231231689453,0.8132490515708923,0.8078855276107788,0.8062986135482788,0.8036022186279297,0.7584233283996582,0.7601689100265503,0.7600513100624084,0.7382365465164185,0.6951478123664856,0.76051926612854
0.0,0.0,0.0,0.0,0.5038740634918213,0.5038710832595825,0.503670334815979,0.5063809156417847,0.5074101686477661,0.2801288068294525,0.50449538230896,0.4082455039024353,0.46003150939941406,0.46006476879119873,0.46172231435775757,0.5526828765869141,0.7494012117385864,0.5748200416564941,0.8270880579948425,0.22141775488853455,0.49457159638404846,0.5053672790527344,0.5013996362686157,0.21225818991661072,0.45786720514297485,0.4579256474971771,0.4594602882862091,0.4664830267429352,0.5036563873291016,0.5034322738647461
0.0,0.0,0.0,0.0,0.1879517138004303,0.3571062982082367,0.5928759574890137,0.5755950808525085,0.5483560562133789,0.5844112634658813,0.5878635048866272,0.5915151238441467,0.6391850709915161,0.6393404006958008,0.6390154361724854,0.6363519430160522,0.5890647768974304,0.5646510124206543,0.631061315536499,0.8255710601806641,0.6104936599731445,0.6161353588104248,0.5814582705497742,0.658454418182373,0.6401191353797913,0.640377938747406,0.63872230052948,0.6404587030410767,0.5880993604660034,0.6611722707748413
0.0,0.0,0.0,0.0,0.8457840085029602,0.8481237888336182,0.6895718574523926,0.7811523079872131,0.24722141027450562,0.7983618378639221,0.5097801685333252,0.47986307740211487,0.586981475353241,0.538089394569397,0.27125614881515503,0.35327842831611633,0.263001948595047,0.26337599754333496,0.2616782486438751,0.18282034993171692,0.23285356163978577,0.26685330271720886,0.2603538930416107,0.27897506952285767,0.1471642702817917,0.14649727940559387,0.14509378373622894,0.13154944777488708,0.11680153012275696,0.11886593699455261
0.0,0.0,0.0,0.0,0.5077767372131348,0.5077077746391296,0.507124662399292,0.5032451152801514,0.46830281615257263,0.46797463297843933,0.4674666225910187,0.4705790579319,0.5038224458694458,0.5035237669944763,0.5041178464889526,0.4952959716320038,0.5233898162841797,0.38551032543182373,0.501410186290741,0.5013549327850342,0.5010161399841309,0.5006844401359558,0.5036547780036926,0.5621194243431091,0.5049472451210022,0.505693793296814,0.507075309753418,0.5069566369056702,0.4975058138370514,0.5024183392524719
